rank,competitor,dob,nat,sec,pos_sec,pos_full,venue,date,world_athletics_event_ranking_score,men_100,men_100_wind,men_100_score,men_lj,men_lj_wind,men_lj_score,men_sp,men_sp_score,men_hj,men_hj_score,men_400,men_400_score,men_110h,men_110h_wind,men_110h_score,men_dt,men_dt_score,men_pv,men_pv_score,men_jt,men_jt_score,men_1500,men_1500_score,overall_score,average_wind
280,George Joubert,5/24/1984,RSA,1,3,3,Réduit (MRI),4/17/2011,1038,11.08,2.9,843,6.89,-0.7,788,12.68,648,1.96,767,49.92,818,14.63,-3,895,38.68,638,4.4,731,50.04,589,04:34:00,714.16,7431,-0.2666666666666666
256,Trpimir Široki,9/24/1998,CRO,1,17,17,"Hayward Field, Eugene, OR (USA)",6/9/2022,1038,11.01,0,858,7.32,0.6,891,12.31,625,2.04,840,51.3,756,14.65,0.9,892,35.22,568,4.71,822,48.8,571,04:51:00,608.53,7431,0.5
239,Paul Terek,10/20/1979,USA,1,4,4,La Habana (CUB),5/30/2009,1038,11.67,0.1,717,6.53,0.1,704,14.6,765,1.92,731,49.64,831,15.89,-0.3,745,43.28,732,4.9,880,55.1,664,04:43:00,661.4,7430,-0.033333333333333326
225,Edward Dunford,9/15/1984,GBR,1,11,11,Szczecin (POL),7/8/2007,1038,10.97,2.2,867,6.83,1.3,774,13.05,670,1.92,731,50.25,803,14.21,1.7,948,42.17,709,4.1,645,54.73,659,04:49:00,624.18,7430,1.7333333333333334
281,Axel Martin,4/13/1994,FRA,1,13,13,"Stade Pierre Paul Bernard, Talence (FRA)",9/17/2017,1038,11.34,0.8,786,7.07,0.6,830,12.86,659,1.99,794,51.1,765,15.09,0.2,839,34.89,561,4.95,895,53.25,637,04:42:00,664.57,7430,0.5333333333333333
244,Pieter Braun,1/21/1993,NED,1,14,14,"Mösle-Stadium, Götzis (AUT)",5/26/2013,1038,11.41,-0.1,771,7.38,0.2,905,13.22,681,1.91,723,50.03,813,14.7,0,886,40.7,679,4.16,662,48.37,565,04:30:00,745.17,7430,0.03333333333333333
281,Andri Oberholzer,7/24/1996,SUI,1,1,1,Lustenau (AUT),6/11/2017,1038,11.29,0,797,7.27,-0.5,878,14.51,760,1.95,758,52.28,713,14.9,-0.6,862,42.39,713,4.8,849,47.34,549,05:01:00,551.34,7430,-0.3666666666666667
245,Dominik Siedlaczek,3/10/1992,AUT,1,13,13,"Mösle-Stadium, Götzis (AUT)",6/1/2014,1038,11.03,0.6,854,6.83,2.1,774,11.93,602,2.03,831,50.11,810,14.36,0.7,929,40.27,670,4.36,719,45.23,518,04:33:00,723.59,7430,1.1333333333333335
246,Lindon Victor,2/28/1993,GRN,1,9,9,"Hampden Park, Glasgow (GBR)",7/29/2014,1038,11.06,0.8,847,6.93,0,797,14.48,758,1.93,740,50.15,808,16.6,0.4,667,51.29,897,3.6,509,68.55,867,05:03:00,539.22,7429,0.4000000000000001
213,Edward Dunford,9/15/1984,GBR,1,1,1,Woodford (GBR),5/16/2010,1038,11.15,NA,827,6.8,NA,767,14.52,760,1.88,696,50.78,779,14.57,NA,902,44.67,760,4.13,654,57.14,695,04:55:00,589.24,7429,NA
213,Steffen Fricke,3/25/1983,GER,1,2,2,Potsdam (GER),8/27/2010,1038,11.48,0,757,7.05,0.2,826,13.59,703,2,803,49.81,823,15.11,0.1,836,40.64,678,4,617,56.56,686,04:37:00,700.06,7429,0.10000000000000002
174,Matt Chisam,7/3/1982,USA,1,15,15,"Eugene, OR (USA)",6/30/2008,1038,11.45,-0.4,763,6.25,0.1,641,13.76,714,1.93,740,52.1,720,14.88,1.7,864,43.77,742,5.1,941,55.08,664,04:46:00,640.06,7429,0.4666666666666666
213,Moritz Cleve,2/18/1987,GER,1,2,2,"Tucson, AZ (USA)",4/2/2010,1038,11.25,-0.9,806,6.95,3.2,802,13.63,706,1.9,714,49.45,840,14.66,-2.5,891,38.45,633,4.4,731,53.19,636,04:41:00,670.57,7429,-0.06666666666666658
246,Kurt Schneider,8/28/1990,USA,1,15,15,"Eugene, OR (USA)",6/12/2014,1038,11.26,2.2,804,7.19,2.1,859,11.94,603,2.08,878,50.64,785,15.19,-0.3,827,41.86,702,4.5,760,50.37,594,04:50:00,617.78,7429,1.3333333333333337
240,Óscar González,8/8/1976,ESP,1,1,1,Barcelona (ESP),8/2/2009,1038,11.54,-1.6,744,7.21,2.1,864,13.51,698,1.96,767,49.91,819,14.87,-1.3,865,40.82,681,4.4,731,47.16,547,04:34:00,713.45,7429,-0.26666666666666666
245,Jonay Jordan,5/21/1991,ESP,1,2,2,Alcobendas (ESP),7/28/2013,1038,11.19,-0.4,819,7.01,1,816,14.82,779,1.92,731,50.39,797,14.62,0.1,896,37.96,623,4.3,702,57.2,696,04:58:00,569.77,7428,0.2333333333333333
281,Aleksandr Korzun,3/17/1985,BLR,1,3,3,Staiki (BLR),6/8/2011,1038,11.01,-0.2,858,6.9,-0.7,790,12.18,617,2.03,831,48.98,862,14.55,0.2,905,40.37,672,4.4,731,55.54,671,05:12:00,491.63,7428,-0.2333333333333333
248,Noah Swaby,7/17/1999,USA,1,13,13,"Hayward Field, Eugene, OR (USA)",6/10/2021,1038,11.23,0.6,810,6.66,1,734,13.95,725,1.86,679,50.53,790,15.21,-0.5,824,45.86,785,4.41,734,55.1,664,04:39:00,683.76,7428,0.3666666666666667
283,Kewei Gong,6/29/1994,CHN,1,3,3,Tianjin (CHN),9/7/2017,1038,11.12,-0.5,834,7.17,-2.1,854,10.65,525,2,803,49.43,841,14.42,-0.2,921,37.75,619,4.5,760,53.4,639,04:47:00,632.25,7428,-0.9333333333333335
71,Ji Guo,12/28/1990,CHN,1,1,1,Jinan (CHN),6/3/2020,1038,11.44,0.1,765,7.12,0.2,842,13.34,688,1.95,758,51.48,748,14.85,-0.2,868,41.81,701,4.7,819,53.01,633,04:52:00,606.86,7428,0.03333333333333335
253,Sybren Blok,6/25/1996,NED,1,2,2,Amsterdam (NED),6/18/2016,1038,10.73,2.5,922,7.08,-0.1,833,13.63,706,1.8,627,50.72,782,14.61,0.2,897,41.88,703,4.6,790,52.53,626,05:03:00,542.17,7428,0.8666666666666667
239,Shun Taue,5/30/1997,JPN,1,2,2,Sagamihara (JPN),5/24/2019,1038,10.99,0.3,863,7.11,1.6,840,11.9,600,1.99,794,49.13,855,14.39,1.4,925,32.28,509,4.1,645,52.3,623,04:25:00,774.38,7428,1.0999999999999999
241,Bruno Carton-Delcourt,2/15/1988,BEL,1,14,14,Kaunas (LTU),7/17/2009,1038,11.64,1.1,723,7.01,1.9,816,12.96,665,2,803,51.01,769,15.32,-1.3,811,39.07,646,4.7,819,49.62,583,04:22:00,794,7428,0.5666666666666667
216,Stephen Cain,7/23/1984,AUS,1,1,1,Hobart (AUS),2/14/2010,1038,11.35,0.3,784,6.92,0.2,795,13.52,699,1.85,670,50.78,779,15.55,-1.8,784,42.4,713,4.6,790,59.8,735,04:40:00,678.53,7427,-0.43333333333333335
242,Haibo Liu,3/17/1987,CHN,1,4,4,Jinan (CHN),10/25/2009,1038,11.35,-0.5,784,6.98,0.7,809,13.09,673,2.12,915,50.79,779,15.15,0.6,831,42.35,712,4,617,55.35,668,04:46:00,639.76,7427,0.26666666666666666
216,Lassi Raunio,10/11/1983,FIN,1,4,4,Asikkala (FIN),7/15/2010,1038,11.14,0.6,830,6.8,-0.9,767,14.54,761,2.02,822,51.49,747,14.69,1.2,887,43.49,736,4.5,760,54.67,658,05:18:00,459.23,7427,0.3
234,Jānis Karlivāns,6/2/1982,LAT,1,9,9,Jyväskylä (FIN),7/3/2005,1038,11.39,0.9,776,7.23,1.5,869,13.29,685,2.01,813,50.4,796,15.34,1,809,45.81,784,4,617,53.92,647,04:48:00,631.34,7427,1.1333333333333333
240,Andrew Murphy,12/26/1994,GBR,1,7,7,"Antonio Domínguez Stadium, Arona (ESP)",6/9/2019,1038,11.36,-1,782,7.1,0,838,13.59,703,1.87,687,50.4,796,15.13,0,834,40.94,684,4.6,790,53.2,636,04:40:00,677.59,7427,-0.3333333333333333
284,Ituah Enahoro,12/15/1997,GER,1,1,1,Ratingen (GER),4/30/2017,1038,11.09,0.2,841,6.72,-0.9,748,13.31,686,1.81,636,49.23,850,14.78,0,876,46.34,794,4.2,673,52.83,631,04:38:00,692.11,7427,-0.2333333333333333
254,Thomas Fitzsimons,3/8/1989,USA,1,1,1,"Santa Barbara, CA (USA)",5/14/2016,1038,11.32,-0.9,791,6.7,-0.9,743,12.38,629,1.97,776,49.91,819,15.18,0,828,40.26,670,4.5,760,52.62,627,04:24:00,784.29,7427,-0.6
242,Jérémy Solot,3/2/1987,BEL,1,13,13,Zaragoza (ESP),6/28/2009,1038,11.03,1.2,854,6.96,-1.7,804,12.81,656,1.98,785,50.48,793,14.93,0.1,858,43.89,744,4.7,819,51.78,615,05:10:00,499.58,7427,-0.13333333333333333
282,Mark Jellison,4/25/1980,USA,1,2,2,"Claremont, CA (USA)",5/13/2011,1038,11.36,1.2,782,7.39,2.5,908,13.48,697,2,803,53.58,657,14.63,3.2,895,38.34,631,4.73,828,51.13,605,04:49:00,621.15,7427,2.3000000000000003
240,Ken Mullings,4/28/1997,BAH,1,1,1,"Coral Gables, FL (USA)",4/13/2019,1038,10.92,2.9,878,7,0.1,814,12.91,662,2.1,896,51.48,748,14.65,0.8,892,39.47,654,4.35,716,50.16,591,04:57:00,576.75,7427,1.2666666666666666
240,Finley Gaio,4/15/1999,SUI,1,1,1,Landquart (SUI),5/19/2019,1038,10.97,0.2,867,7.7,2.6,985,13.06,671,1.86,679,49.41,842,14.44,0.1,918,36.22,588,4.4,731,49.51,581,04:59:00,566,7427,0.9666666666666668
257,Till Steinforth,6/11/2002,GER,1,5,5,"University of Minnesota T&F Stadium, Minneapolis, MN (USA)",5/14/2022,1038,10.88,1.8,888,7.1,1.1,838,12.29,624,1.88,696,50.38,797,14.59,2.2,900,43.13,728,4.6,790,48.92,573,04:54:00,593.96,7427,1.7000000000000002
213,Pavel Rudnev,10/26/1992,RUS,1,4,4,Smolensk (RUS),7/6/2018,1038,11.37,-0.2,780,7.2,0,862,12.92,662,1.98,785,51.82,733,14.68,0.8,889,37.27,609,5.1,941,43.38,491,04:40:00,675.51,7427,0.20000000000000004
244,František Staněk,4/11/1987,CZE,1,2,2,Jablonec nad Nisou (CZE),5/31/2009,1038,11.58,0.5,736,6.82,1.5,771,14.8,777,2,803,52.96,683,15.12,1.9,835,41.44,694,4.9,880,56.27,682,04:59:00,565.02,7426,1.3
269,Romain Martin,7/12/1988,FRA,1,1,1,"San Marcos, TX (USA)",5/12/2012,1038,11.26,0,804,6.7,1.3,743,12.98,666,2.05,850,49.4,842,14.76,2.1,879,37.94,623,4.8,849,55.14,665,05:09:00,505.44,7426,1.1333333333333335
248,Julius Sommer,6/15/1905,GER,1,8,8,"Stadionring, Ratingen (GER)",6/29/2014,1038,11.21,0.7,814,6.94,0,799,13.98,727,1.95,758,51.77,735,14.87,-0.4,865,40.39,672,4.7,819,53.81,645,04:54:00,592.43,7426,0.09999999999999998
243,Felix Wolter,10/4/1997,GER,1,7,7,"Fleinsbachstadion, Bernhausen, Filderstadt (GER)",9/15/2019,1038,10.95,0.1,872,7.2,1.5,862,13.26,683,1.85,670,49.27,849,15.1,-0.6,837,36.02,584,4.7,819,51.98,618,04:47:00,632.61,7426,0.3333333333333333
243,Alexandros Spyridonidis,3/12/1998,GRE,1,1,1,"Kingsville, TX (USA)",5/24/2019,1038,10.98,2.7,865,7.05,2.5,826,13.29,685,1.97,776,50.54,790,15.16,2.9,830,38.44,633,4.9,880,50.86,601,05:03:00,540.7,7426,2.6999999999999997
236,Carlos Eduardo Bezerra Chinin,5/3/1985,BRA,1,2,2,São Paulo (BRA),6/19/2005,1038,11.18,0.3,821,7.38,0.7,905,12.49,636,2.05,850,49.3,847,14.78,1.2,876,36.56,595,3.8,562,49.43,580,04:28:00,754.78,7426,0.7333333333333334
243,Alex Bloom,2/19/1996,USA,1,3,3,"Knoxville, TN (USA)",4/12/2019,1038,10.81,2.2,903,7.48,3.3,930,12.79,654,2.1,896,50.73,781,14.89,1.8,863,31.58,496,4.75,834,42.69,481,04:55:00,588.71,7426,2.433333333333333
255,José Mendieta,10/16/1991,CUB,1,1,1,La Habana (CUB),5/4/2016,1038,11.1,1.6,838,6.7,-0.4,743,15.8,839,1.92,731,51.1,765,14.3,-2.4,936,40.2,669,4.3,702,63.49,790,05:10:00,501.82,7425,-0.3999999999999999
247,Justin Balczak,12/11/1992,USA,1,1,1,"Allendale, MI (USA)",5/22/2015,1038,11.37,2.7,780,7.06,1.3,828,13,667,2.02,822,50.36,798,14.71,1.6,885,35.45,573,4.55,775,53.59,642,04:44:00,655.88,7425,1.8666666666666665
258,Jack Flood,9/15/1995,USA,1,10,10,"Stade Pierre Paul Bernard, Talence (FRA)",9/18/2022,1038,11.27,1.5,801,6.95,0.5,802,12.87,659,2.05,850,51.17,761,14.49,-0.8,912,38.07,625,4.4,731,52.92,632,04:44:00,652.36,7425,0.39999999999999997
270,Devin Dick,1/12/1990,USA,1,3,3,"Manhattan, KS (USA)",5/12/2012,1038,11.45,-0.5,763,6.72,0,748,12.8,655,2.05,850,50.75,780,14.82,2.9,871,39.09,646,4.76,837,50.16,591,04:39:00,684.7,7425,0.7999999999999999
246,Patrick Spinner,11/28/1985,GER,1,3,3,Ulm (GER),5/23/2013,1037,11.07,1.7,845,7.61,1.3,962,14.03,730,1.87,687,51.08,765,14.86,1.6,867,37.98,624,4.2,673,61.75,764,05:09:00,507.31,7424,1.5333333333333332
218,Lassi Raunio,10/11/1983,FIN,1,11,11,Tallinn (EST),6/27/2010,1037,11.27,0.8,801,6.77,0.4,760,14.71,772,1.92,731,52.18,717,14.8,2.8,874,46.4,796,4.5,760,56.46,685,05:05:00,528.07,7424,1.3333333333333333
246,Corbin Duer,11/29/1988,USA,1,11,11,"Drake Stadium, Des Moines, IA (USA)",6/22/2013,1037,11.49,1,755,6.87,1,783,12.04,609,2.05,850,50.54,790,15.24,-1.7,821,41.47,694,4.6,790,54.7,658,04:41:00,674.2,7424,0.10000000000000002
259,Gerson Izaguirre,8/3/1995,VEN,1,3,3,Asunción (PAR),10/13/2022,1037,11.1,0.1,838,7.03,-1.8,821,14.32,748,1.9,714,51.3,756,14.37,0.3,927,41.14,688,4.5,760,53.05,634,05:03:00,538.71,7424,-0.4666666666666666
227,Mike Marsh,3/20/1980,USA,1,11,11,"Indianapolis, IN (USA)",6/23/2007,1037,11.11,-0.5,836,6.91,2,792,13.89,722,1.9,714,51.06,766,14.56,1.4,903,38.25,629,4.5,760,52.63,628,04:41:00,674.2,7424,0.9666666666666667
259,Arthur Prevost,5/28/1998,FRA,1,11,11,"Stade Pierre Paul Bernard, Talence (FRA)",9/18/2022,1037,10.82,3.1,901,7.05,0.2,826,13.29,685,1.87,687,48.87,867,15.54,-0.7,785,38.98,644,4.4,731,52.2,621,04:40:00,677.02,7424,0.8666666666666668
285,Maksim Korolyov,1/6/1988,RUS,1,6,6,"Adler, Sochi (RUS)",9/3/2017,1037,11.39,0.2,776,6.9,0.7,790,14.12,736,1.89,705,50.02,814,15.79,0.4,757,44.87,764,4.2,673,52,618,04:23:00,791.84,7424,0.4333333333333333
214,Gerson Izaguirre,8/3/1995,VEN,1,2,2,Barquisimeto (VEN),5/5/2018,1037,11.1,-0.5,838,7.29,1.9,883,12.81,656,1.98,785,50.43,795,14.59,-1.8,900,39.36,652,4.3,702,50.73,599,04:50:00,614.41,7424,-0.1333333333333334
249,Josh Cogdill,3/31/1994,USA,1,6,6,"St. Mark's School of Texas, Dallas, TX (USA)",6/6/2021,1037,11.38,-1.8,778,7,0,814,13.37,690,2.05,850,51.03,768,15.22,1,823,38.17,627,4.25,688,59.39,729,04:44:00,656.13,7423,-0.26666666666666666
249,Derek Masterson,1/30/1990,USA,1,9,9,"Sacramento, CA (USA)",6/27/2014,1037,11.55,1.9,742,6.66,1.6,734,13.83,718,1.87,687,50.86,775,15.33,1.7,810,44.24,751,4.7,819,59.3,727,04:43:00,660.1,7423,1.7333333333333334
286,Robert Rohner,10/13/1993,USA,1,11,11,"Azusa, CA (USA)",4/13/2017,1037,10.84,2.4,897,7.19,1.7,859,13.57,702,1.9,714,52.91,685,15.67,2.4,770,44.1,748,4.3,702,55.36,668,04:40:00,678.78,7423,2.1666666666666665
216,Paolo Mottadelli,6/7/1979,ITA,1,4,4,Viareggio (ITA),7/20/2002,1037,10.99,0,863,7.13,0.4,845,13.92,723,1.75,585,49.64,831,14.72,0,884,43.04,727,4.6,790,52.59,627,05:02:00,548.6,7423,0.13333333333333333
72,Gaël Querin,6/26/1987,FRA,1,8,8,"Stade P-J. Bénard, St-Paul (FRA)",12/19/2020,1037,11.42,1.2,769,7.15,0.1,850,13.66,708,1.82,644,50.98,770,14.63,2.2,895,38.17,627,4.55,775,49.42,580,04:21:00,805.05,7423,1.1666666666666667
286,Stephen Muckenthaler,NA,USA,1,13,13,"Gowans Stadium, Hutchinson, KS (USA)",5/19/2017,1037,11.95,-0.2,661,6,2.1,587,8.85,417,1.63,488,56.99,521,16.86,0.4,639,24.93,366,2.95,345,30.63,308,05:31:00,391.3,7423,0.7666666666666667
256,Michael Morrison,3/18/1988,USA,1,3,3,"Terry Fox AF, Ottawa (CAN)",6/18/2016,1037,11.31,-1.2,793,6.89,0.7,788,12.84,657,1.94,749,50.96,771,15.57,-0.4,782,39.98,664,5.15,957,58.31,712,05:01:00,549.51,7422,-0.3
238,Dmitriy Sobolev,4/19/1984,BLR,1,4,4,Maribor (SLO),7/3/2005,1037,11.64,-1.5,723,6.89,3.6,788,14.2,741,2,803,50.59,788,14.55,-1.1,905,39.86,662,4.5,760,56.46,685,04:58:00,567.5,7422,0.3333333333333333
212,David Mewes,10/7/1976,GER,1,10,10,"Stadionring, Ratingen (GER)",6/27/2004,1037,11.56,NA,740,7.12,1.3,842,14.43,755,1.8,627,51.06,766,15.29,NA,815,45.17,770,4.4,731,56.22,681,04:37:00,695.92,7422,NA
256,Suguru Shiozaki,11/21/1996,JPN,1,2,2,Kumagaya (JPN),9/3/2016,1037,11.04,-0.2,852,7.14,-1.1,847,11.14,554,1.96,767,48.49,886,14.6,-0.3,899,33.09,526,4.4,731,55.05,664,04:37:00,696.3,7422,-0.5333333333333333
233,Serhiy Blonskiy,1/7/1973,UKR,1,21,21,Arles (FRA),7/1/2001,1037,11.25,0.1,806,7.13,-0.3,845,14.35,750,1.89,705,51.86,731,14.45,5.8,917,37.09,606,5,910,54.08,649,05:10:00,503.74,7422,1.8666666666666665
250,Curtis Mathews,1/22/1992,GBR,1,10,10,"Hampden Park, Glasgow (GBR)",7/29/2014,1037,11.03,1.5,854,7.2,0,862,13.53,700,1.84,661,50.94,772,14.88,0.4,864,47.85,826,4.3,702,52.09,620,04:59:00,561.84,7422,0.6333333333333333
246,Lewis Church,9/27/1996,GBR,1,13,13,Lutsk (UKR),7/7/2019,1037,11.56,-0.6,740,6.72,0,748,13.55,701,2.01,813,50.91,773,14.7,0.8,886,40.88,682,4.5,760,50.84,601,04:34:00,718.54,7422,0.0666666666666667
248,Vladislav Grinchuk,1/28/1993,RUS,1,9,9,Cheboksary (RUS),6/9/2015,1037,10.97,3,867,7.26,1.4,876,12.19,618,1.91,723,51.3,756,14.81,1.3,873,44.01,746,4.6,790,48.2,562,04:51:00,611.05,7422,1.9000000000000001
246,Hunter Price,8/28/1994,USA,4,9,9f4,"Azusa, CA (USA)",4/18/2019,1037,10.98,0.7,865,6.97,1.5,807,13.12,675,2.02,822,49.69,829,15.21,2.2,824,41.17,688,4.4,731,47.77,556,04:49:00,625.21,7422,1.4666666666666668
250,Edgar Campre,4/29/2000,POR,1,13,13,"Kadrioru staadion, Tallinn (EST)",7/11/2021,1037,10.85,-0.4,894,7.09,0.6,835,12.06,610,1.87,687,48.74,874,14.63,1.3,895,43.01,726,4.6,790,44.1,502,04:51:00,609.61,7422,0.5
249,Felipe De Jesus Ruiz,2/20/1995,MEX,1,1,1,Monterrey (MEX),4/25/2015,1037,11.57,1.1,738,6.71,-0.7,746,12.25,622,1.94,749,51.19,761,15.72,-0.1,765,39.78,660,4.6,790,67.66,854,04:31:00,736.2,7421,0.10000000000000005
251,Wade Walder,NA,USA,1,7,7,"Demirjian Park, Champaign, IL (USA)",5/15/2021,1037,11.07,1.5,845,6.49,-0.1,695,13.26,683,1.79,619,50.09,810,15.21,2,824,42.43,714,4.9,880,56.93,692,04:43:00,659.79,7421,1.1333333333333333
261,Scott Boon,10/26/1999,NED,1,1,1,"Turner Stadium, Humble, TX (USA)",5/7/2022,1037,11.42,0.4,769,6.89,0.9,788,12.01,607,1.97,776,51.06,766,15.23,1.5,822,40.31,671,4.8,849,51.01,604,04:26:00,769.04,7421,0.9333333333333332
252,Yevgeniy Sarantsev,2/5/1988,RUS,1,4,4,"Olympic Stadium, Cheboksary (RUS)",6/24/2021,1037,11.53,0.5,746,6.91,1,792,14.52,760,1.96,767,52.58,700,15.62,0.1,776,42.04,706,4.6,790,60.21,741,04:53:00,599.71,7420,0.5333333333333333
228,Álvaro Contreras,1/27/1982,ESP,1,17,17,Tallinn (EST),7/8/2007,1037,11.4,-0.7,774,7.3,1.1,886,12.13,614,2.01,813,49.48,839,15.73,-0.6,763,34.81,560,4.2,673,55.53,671,04:17:00,827.98,7420,-0.06666666666666661
288,Solomon Simmons,9/26/1993,USA,1,4,4,"Terry Fox AF, Ottawa (CAN)",7/5/2017,1037,10.97,0.9,867,7.05,0.7,826,13.9,722,1.87,687,49.81,823,14.99,0.3,851,39.82,661,4.45,746,54.45,655,04:56:00,582.77,7420,0.6333333333333334
175,Aleksandr Korzun,3/17/1985,BLR,1,11,11,"Stadio Tre Stelle, Desenzano del Garda (ITA)",5/11/2008,1037,11.08,-0.3,843,6.99,0.5,811,13.15,676,1.98,785,49.1,857,15.27,0.3,817,36.99,604,4.55,775,52.35,623,04:48:00,630,7420,0.16666666666666666
248,Max Attwell,9/14/1996,NZL,1,4,4,Napoli (ITA),7/10/2019,1037,11.13,1,832,6.97,-0.1,807,12.16,616,2,803,48.37,891,16.53,-0.2,674,37.87,621,4.7,819,50.84,601,04:28:00,756.04,7420,0.2333333333333333
248,Tyler Nelson,1/17/1996,USA,1,1,1,"Santa Barbara, CA (USA)",5/4/2019,1037,11.06,-0.5,847,6.92,0,795,14.7,771,1.83,653,48.66,877,14.64,-0.4,894,41.56,696,4.3,702,48.86,572,04:51:00,613.21,7420,-0.3
283,Patrick Scherfose,11/28/1991,GER,1,5,5,"Bernhausen, Filderstadt (GER)",6/5/2011,1037,11.26,0.5,804,7.08,0.1,833,13.59,703,1.92,731,50.97,770,14.89,-0.1,863,41.06,686,4.6,790,47.52,552,04:38:00,688.94,7420,0.16666666666666666
175,Mat Clark,5/31/1987,USA,1,2,2,"Carbondale, IL (USA)",5/17/2008,1037,10.75,0.7,917,7.25,2.9,874,12.46,634,1.98,785,48.77,872,15.58,1.2,781,37.75,619,4.35,716,45.77,526,04:37:00,696.18,7420,1.5999999999999999
239,Nicolas Moulay,1/20/1979,FRA,1,14,14,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",7/3/2005,1037,11.16,-0.4,825,7.25,0.4,874,12.94,664,2.04,840,49.08,858,15.81,0.6,754,39.83,661,4.3,702,44.33,505,04:31:00,737.31,7420,0.19999999999999998
250,Roman Garibay,10/30/1988,MEX,1,10,10,"CIBC, Toronto (CAN)",7/23/2015,1037,11.12,1.4,834,6.82,2,771,14.23,742,1.85,670,52.06,722,15.41,2.4,801,44.51,757,4.2,673,65.78,825,04:49:00,624.48,7419,1.9333333333333333
250,Florian Geffrouais,12/5/1988,FRA,1,1,1,Apia (SAM),7/16/2019,1037,11.24,1.9,808,6.91,0.3,792,14.44,755,1.82,644,50.88,774,15.11,1.2,836,42.99,726,4.3,702,53.65,643,04:30:00,739.86,7419,1.133333333333333
199,John Heanley,9/25/1980,GBR,1,10,10,Tallinn (EST),7/6/2003,1037,11.35,1.3,784,7.26,2.9,876,10.58,521,1.97,776,50.08,811,14.91,1.7,860,37.06,605,4.6,790,50.54,597,04:21:00,799.21,7419,1.9666666666666668
250,Julien Olivas,6/11/1996,FRA,1,14,14,Lutsk (UKR),7/7/2019,1037,11.34,-0.6,786,6.33,1.1,659,13.83,718,1.89,705,51.37,753,14.72,0.8,884,40.89,683,5.1,941,49.93,588,04:36:00,702.17,7419,0.4333333333333334
229,Wilfried Gouacide,9/5/1982,FRA,1,18,18,Tallinn (EST),7/8/2007,1036,10.86,0.2,892,7.41,-0.1,913,14.77,776,1.83,653,49.09,857,16.06,0.4,726,41.42,693,3.8,562,57.79,705,04:46:00,641.65,7418,0.16666666666666666
258,Manuel A. González,3/23/1993,CUB,1,4,4,La Habana (CUB),3/18/2016,1036,11.74,0,703,6.75,0.7,755,13.76,714,2.03,831,53.26,671,15.2,0.5,825,41.34,692,4.8,849,56.2,681,04:37:00,697.96,7418,0.39999999999999997
73,Yevgeniy Chernov,11/9/1991,RUS,1,4,4,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",9/10/2020,1036,11.34,-0.2,786,7.2,0.2,862,12.73,651,1.97,776,50.19,806,15.23,-0.2,822,38.26,629,4.5,760,54.09,649,04:40:00,677.65,7418,-0.06666666666666667
251,Anatoliy Koshar,6/11/1989,BLR,1,2,2,Grodno (BLR),7/25/2014,1036,11.69,0.7,713,6.66,-2.7,734,14.46,757,1.98,785,51.79,734,15.18,1.7,828,47.86,826,4.5,760,53.37,639,04:46:00,642.27,7418,-0.10000000000000002
251,Hendrik Lepik,4/18/1990,EST,1,17,17,Aubagne (FRA),7/5/2015,1036,11.6,-0.1,732,7.39,3.1,908,13.96,726,2.13,925,52.42,706,15.76,-0.7,760,39.77,660,4.6,790,53.28,637,04:57:00,574.36,7418,0.7666666666666666
271,Harald-Peter Bust,6/3/1992,NED,1,1,1,Emmeloord (NED),5/18/2012,1036,11.4,-0.1,774,7.35,-0.2,898,12.05,609,2.08,878,49.67,830,15.38,-1,804,36.85,601,4.2,673,51.13,605,04:29:00,746.68,7418,-0.43333333333333335
215,Andri Oberholzer,7/24/1996,SUI,1,2,2,Aubagne (FRA),7/29/2018,1036,11.36,-1,782,7.43,2.8,918,14.29,746,1.97,776,52.01,724,15.26,-1.3,818,39.87,662,4.9,880,45.19,518,04:54:00,594.44,7418,0.1666666666666666
252,Guillaume Thierry,9/15/1986,MRI,1,8,8,"Mestský Stadion Sletište, Kladno (CZE)",6/13/2015,1036,11.71,-1.4,709,6.9,0,790,13.84,719,1.9,714,52.16,718,15.29,-0.8,815,43.95,745,4.55,775,63.35,788,04:45:00,644.66,7417,-0.7333333333333334
252,Mitch Modin,4/12/1995,USA,1,4,4,"Los Angeles, CA (USA)",5/10/2015,1036,10.89,0,885,7.09,3.3,835,12.94,664,1.93,740,49.02,860,14.93,0.5,858,33.93,542,4.23,682,59.12,725,04:48:00,626.48,7417,1.2666666666666666
219,Serhiy Blonskiy,1/7/1973,UKR,1,15,15,Bydgoszcz (POL),6/30/2002,1036,11.69,-2,713,7.18,1.8,857,14.3,747,1.86,679,52.85,688,15.13,-0.8,834,41.46,694,5,910,58.97,722,04:57:00,573.31,7417,-0.3333333333333333
272,Ben Hazell,10/1/1984,GBR,1,2,2,Arona (ESP),5/27/2012,1036,11.61,-1.1,730,6.8,0,767,13.09,673,1.94,749,51.59,743,15.28,0.5,816,46.43,796,4.2,673,56.59,687,04:24:00,783.69,7417,-0.20000000000000004
